f_hip,f_hd,f_2mass,Fe,C,O,Mg,Si,Ca,Ti,Li,N,F,Na,Al,P,K,Co,Ni,Cu,Zn,Be,S,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_name,f_p,f_m_p,f_e,f_a,
112219 ,215274 ,22434043+3005329 ,0.21 ,0.17 ,0.11 ,0.16 ,0.2 ,0.24 ,0.15 ,,0.19 ,,0.15 ,0.11 ,,,,0.24 ,,,,,340.9186064 ,30.0925109 ,-0.604 ,10.813 ,-42.883 ,44.23 ,thin ,G3V ,8.03 ,0.703 ,-45.90 ,-20.20 ,-16.10 ,5789.5 ,,,,,,,,
46685 ,82398 ,,-0.04 ,,0.15 ,0.11 ,0.01 ,-0.03 ,0.08 ,,,,-0.09 ,0.07 ,,,0.06 ,-0.03 ,,0.03 ,,,142.7592127 ,-25.1153253 ,-9.679 ,-52.227 ,0.925 ,53.12 ,thick ,G8V ,8.68 ,0.736 ,-62.70 ,-59.80 ,-50.60 ,5465.0 ,4.35 ,,,,,,,
112222 ,215243 ,22434269+1056217 ,0.1 ,,,0.17 ,0.09 ,0.15 ,0.25 ,,,,0.13 ,0.09 ,,,0.32 ,0.07 ,-0.27 ,-0.22 ,,0.09 ,340.9278970 ,10.9393970 ,0.155 ,-2.377 ,-42.360 ,42.43 ,thin ,F6Vn ,6.52 ,0.502 ,14.40 ,-23.00 ,-17.50 ,6380.0 ,,,,,,,,
112229 ,215257 ,22435071+0353128 ,-0.6 ,-0.5 ,-0.32 ,-0.51 ,-0.59 ,-0.49 ,-0.453 ,-0.925 ,,,-0.61 ,-0.63 ,,-0.36 ,-0.6165 ,-0.64 ,-0.93 ,-0.82 ,,-0.41 ,340.9613260 ,3.8868390 ,3.107 ,-31.429 ,-29.143 ,42.97 ,thin ,F5V ,7.46 ,0.515 ,-66.30 ,17.30 ,44.00 ,5909.8 ,4.29 ,,,,,,,
13926 ,18822 ,02592489-5415170 ,-0.03 ,-0.0454545 ,,-0.057 ,-0.064 ,0.021 ,0.053 ,,,,-0.05 ,-0.085 ,,,-0.05 ,-0.085 ,-0.32 ,-0.2 ,,,44.8537688 ,-54.2547128 ,-22.538 ,-26.794 ,39.667 ,52.91 ,thin ,K0V ,9.36 ,0.770 ,12.00 ,6.40 ,-15.20 ,5318.3 ,4.43 ,,,,,,,
46701 ,82668 ,09311329-5702035 ,-0.14 ,-0.14 ,0.02 ,-0.1 ,0.13 ,0.05 ,0.04 ,-3.86 ,,,0.1 ,0.21 ,,,-0.03 ,-0.07 ,0.15 ,-0.18 ,,,142.8054624 ,-57.0343788 ,-7.705 ,-55.887 ,-29.781 ,63.79 ,thin ,K5III ,3.16 ,1.538 ,-11.60 ,12.80 ,-5.20 ,,,,,,,,,
112242 ,215373 ,,0.14 ,-0.155 ,0.02 ,0.27 ,0.3 ,0.19 ,0.14 ,-2.81 ,,,0.52 ,0.22 ,,,0.13 ,0.18 ,0.08 ,0.13 ,,0.475 ,341.0228259 ,41.8192337 ,7.718 ,-47.817 ,-71.987 ,86.77 ,thin ,G8III ,5.08 ,0.960 ,0.40 ,13.10 ,-1.10 ,4950.8 ,2.87 ,,,,,,,
112243 ,215220 ,22440555-2855531 ,-0.14 ,,0.06 ,0.04 ,-0.08 ,-0.09 ,-0.04 ,,,,-0.21 ,-0.04 ,,,-0.05 ,-0.17 ,,-7.21645e-16 ,,,341.0231777 ,-28.9314927 ,8.083 ,-49.967 ,39.054 ,63.93 ,thin ,G5V ,8.96 ,0.657 ,-13.90 ,-19.60 ,1.70 ,5644.7 ,4.35 ,,,,,,,
112245 ,215500 ,22440581+6434144 ,-0.24 ,-0.22 ,-0.23 ,-0.2 ,-0.2 ,-0.2 ,-0.23 ,,-0.34 ,,-0.37 ,-0.26 ,,,,-0.23 ,,,,,341.0242751 ,64.5706709 ,0.675 ,-4.143 ,24.747 ,25.10 ,thin ,G8V ,7.50 ,0.719 ,25.10 ,-36.00 ,-38.00 ,5485.2 ,,,,,,,,
79492 ,145958 ,16131843+1331379 ,0.01 ,0.07 ,0.03 ,0.075 ,-4.26742e-16 ,0.07 ,0.01 ,,-0.17 ,,-0.03 ,0.015 ,,,0.17 ,-0.03 ,0.01 ,0.36 ,,0.16 ,243.3268850 ,13.5269070 ,-1.974 ,-13.371 ,19.328 ,23.59 ,thin ,G9V ,6.68 ,0.764 ,50.30 ,-12.70 ,-16.50 ,,,,,,,,,
112263 ,215442 ,22441947+5126582 ,-0.11 ,0.2 ,0.19 ,-0.14 ,-0.02 ,-0.16 ,-0.29 ,-2.37 ,,,-0.16 ,-0.43 ,,,-0.22 ,-0.22 ,-0.41 ,-0.4 ,,0.22 ,341.0812932 ,51.4495987 ,-6.543 ,29.468 ,74.134 ,80.04 ,thin ,F8 ,7.49 ,0.593 ,-48.00 ,-18.70 ,2.90 ,5983.4 ,3.86 ,,,,,,,
13976 ,18632 ,03000280+0744590 ,0.22 ,0.175 ,-0.16 ,0.15 ,0.14 ,0.22 ,0.19 ,,0.05 ,,0.22 ,0.21 ,,,0.33 ,0.24 ,0.075 ,0.025 ,,0.86 ,45.0117169 ,7.7497548 ,1.274 ,2.118 ,23.630 ,23.76 ,thin ,K2.5Vk ,7.96 ,0.926 ,-43.50 ,-19.70 ,-0.50 ,5036.3 ,4.43 ,,,,,,,
79524 ,145809 ,16134035-2123598 ,-0.24 ,-0.145 ,-0.055 ,-0.1115 ,-0.19 ,-0.123 ,-0.1025 ,-1.175 ,,,-0.245 ,-0.18 ,,,-0.24 ,-0.26 ,-0.38 ,-0.3 ,,-0.335 ,243.4180959 ,-21.3999608 ,1.765 ,31.857 ,-21.418 ,38.43 ,thin ,G2VFe-0.7 ,6.69 ,0.617 ,11.90 ,-15.20 ,23.70 ,5774.4 ,4.15 ,,,,,,,
13989 ,18667 ,03000819+0014074 ,-0.02 ,-0.22 ,-0.14 ,-0.11 ,-0.23 ,-0.05 ,-0.09 ,,0.03 ,,-0.21 ,-0.17 ,,,,6.74807e-16 ,,,,,45.0341520 ,0.2354240 ,60.817 ,106.481 ,29.414 ,126.10 ,thin ,G6/8IV ,8.34 ,0.939 ,-15.40 ,-20.40 ,7.60 ,,,,,,,,,
46768 ,82477 ,09315572-1022130 ,-0.15 ,-0.21 ,-0.12 ,0.02 ,0.1 ,-0.05 ,-0.05 ,-3.37 ,,,-0.07 ,0.13 ,,,-0.05 ,-0.1 ,-0.09 ,0.3 ,,0.61 ,142.9821214 ,-10.3703411 ,-2.712 ,68.346 ,94.757 ,116.86 ,thin ,K2III ,6.12 ,1.183 ,-69.60 ,-46.60 ,0.80 ,,,,,,,,,
79537 ,145417 ,16134869-5734118 ,-1.22 ,-0.87 ,-0.35 ,-0.883 ,-1.05 ,-0.92 ,-0.77 ,,,,-1.35 ,-1.19 ,,,-1.13 ,-1.257 ,-1.545 ,-1.17 ,,,243.4523270 ,-57.5705122 ,-0.150 ,-7.100 ,-11.610 ,13.61 ,thick ,K3VFe-1.7 ,7.54 ,0.815 ,-50.80 ,-91.80 ,-29.00 ,4953.1 ,4.69 ,,,,,,,
46771 ,82395 ,09315674+1117593 ,-0.04 ,-0.2 ,-0.23 ,0.19 ,0.14 ,0.02 ,-0.1 ,-3.33 ,,,0.18 ,0.15 ,,,-0.02 ,-0.03 ,-0.04 ,0.06 ,,0.52 ,142.9864080 ,11.2998270 ,0.870 ,-19.781 ,-63.058 ,66.09 ,thin ,G9.5III ,4.97 ,1.046 ,-30.80 ,-41.80 ,-5.50 ,4730.0 ,2.97 ,,,,,,,
79545 ,145937 ,16135393-0654309 ,-0.59 ,-0.25 ,-0.11 ,-0.49 ,-0.43 ,-0.47 ,-0.56 ,-1.265 ,,,-0.54 ,-0.62 ,,-0.13 ,-0.55 ,-0.61 ,-0.8 ,-0.74 ,,-0.25 ,243.4747130 ,-6.9086260 ,0.069 ,-53.867 ,-38.901 ,66.44 ,thin ,F8V ,8.27 ,0.593 ,56.30 ,4.00 ,2.40 ,5883.6 ,4.11 ,,,,,,,
46026 ,81169 ,09231227-2850018 ,-0.04 ,-0.28 ,-0.14 ,0.03 ,0.03 ,-0.01 ,-0.07 ,-2.875 ,0.14 ,,0.05 ,0.06 ,,,-0.03 ,-0.1 ,-0.21 ,-0.01 ,,0.25 ,140.8010620 ,-28.8338800 ,42.004 ,-26.959 ,31.260 ,58.89 ,thin ,G8.5IIIbFe-1 ,4.68 ,0.892 ,-29.80 ,-9.10 ,-18.10 ,5057.2 ,2.80 ,,,,,,,
14016 ,18732 ,03002554-0807561 ,-0.13 ,,0.04 ,0.19 ,-0.04 ,-0.03 ,0.01 ,,,,-0.14 ,0.09 ,,,0.02 ,-0.14 ,,-0.12 ,,,45.1065120 ,-8.1322180 ,-9.181 ,-19.174 ,-74.423 ,77.40 ,thin ,G6/8V ,8.02 ,0.749 ,-104.90 ,-48.50 ,-1.60 ,5428.3 ,3.95 ,,,,,,,
14023 ,18702 ,03003613+0559096 ,0.18 ,0.25 ,0.165 ,0.23 ,0.18 ,0.2 ,0.17 ,,0.13 ,,0.11 ,0.14 ,,,0.25 ,0.19 ,0.41 ,0.16 ,,0.47 ,45.1504064 ,5.9860623 ,12.370 ,29.041 ,-9.665 ,33.01 ,thick ,K0.V ,8.12 ,0.838 ,-100.00 ,-77.60 ,-13.20 ,5241.1 ,4.48 ,,,,,,,
14031 ,18838 ,03004192-3556154 ,-0.13 ,-0.0636364 ,,-0.147 ,-0.141 ,-0.112 ,-0.043 ,,,,-0.065 ,-0.165 ,,,-0.147 ,-0.15 ,-0.31 ,-0.27 ,,,45.1747460 ,-35.9376170 ,-3.845 ,-9.673 ,53.919 ,54.91 ,thin ,G6V ,9.20 ,0.719 ,-54.90 ,-35.10 ,22.90 ,5526.0 ,4.48 ,,,,,,,
14035 ,18819 ,03004352-2738304 ,0.17 ,0.29 ,0.07 ,0.13 ,0.23 ,0.08 ,0.19 ,,,,0.14 ,0.09 ,,,0.15 ,0.19 ,0.16 ,,,0.08 ,45.1813540 ,-27.6418330 ,-32.337 ,-82.943 ,-65.250 ,110.38 ,thin ,F8V ,7.63 ,0.597 ,56.40 ,-28.10 ,-10.60 ,6102.0 ,,,,,,,,
79576 ,145598 ,16140993-5047056 ,-0.73 ,-0.5 ,-0.22 ,-0.397 ,-0.51 ,-0.485 ,-0.41 ,,,,-0.665 ,-0.46 ,,,-0.56 ,-0.72 ,-0.88 ,-0.65 ,,,243.5413807 ,-50.7848752 ,2.533 ,-37.225 ,-21.333 ,42.98 ,thick ,G8VFe-1.6CH-1.2 ,8.66 ,0.661 ,12.60 ,-70.70 ,-64.60 ,5486.2 ,4.54 ,,,,,,,
79578 ,145825 ,16141195-3139486 ,0.088 ,0.089 ,0.0015 ,0.103 ,0.03 ,0.0525 ,0.065 ,-1.38 ,,,2.13371e-16 ,0.0255 ,,,0.121 ,0.032 ,-0.0675 ,-0.067 ,,0.061 ,243.5497180 ,-31.6636610 ,1.592 ,-20.833 ,-5.285 ,21.55 ,thin ,G3V ,6.54 ,0.646 ,-24.50 ,-18.80 ,-17.90 ,5784.5 ,4.46 ,,,,,,,
79581 ,146084 ,16141359+0554065 ,0.1 ,-0.09 ,-0.055 ,0.3 ,0.24 ,0.11 ,0.16 ,-3.295 ,0.09 ,,0.195 ,0.305 ,,,0.285 ,0.15 ,0.28 ,1.11 ,,0.86 ,243.5566960 ,5.9018480 ,8.437 ,-101.088 ,-40.673 ,109.29 ,thin ,K0III ,6.30 ,1.148 ,-2.90 ,1.30 ,-33.20 ,,,,,,,,,
46816 ,82558 ,09322559-1111048 ,0.37 ,,,,0.45 ,,0.14 ,,,,0.09 ,,,,,0.15 ,,,,,143.1065350 ,-11.1846354 ,0.561 ,-3.388 ,17.947 ,18.27 ,thin ,K1Vp ,7.89 ,0.933 ,-21.00 ,-6.40 ,-9.00 ,4998.0 ,4.81 ,,,,,,,
79585 ,146050 ,16141605-0328247 ,0.37 ,0.415 ,0.225 ,0.28 ,0.28 ,0.29 ,0.25 ,,0.3 ,,0.34 ,0.27 ,,,,0.36 ,,,,,243.5669209 ,-3.4735945 ,-4.858 ,51.808 ,17.940 ,55.04 ,thin ,G6IV ,7.97 ,0.770 ,9.70 ,-20.20 ,-11.40 ,,,,,,,,,
112358 ,215510 ,22452819+1921591 ,-0.04 ,-0.2 ,-0.08 ,0.01 ,0.13 ,0.02 ,-0.02 ,-2.87 ,,,0.01 ,0.13 ,,,0.01 ,-0.02 ,-0.01 ,0.06 ,,0.54 ,341.3674008 ,19.3665567 ,-51.693 ,93.598 ,60.796 ,123.00 ,thin ,G6III ,6.27 ,1.057 ,-5.50 ,1.00 ,39.60 ,,,,,,,,,
14060 ,18784 ,03011001-0739469 ,-0.03 ,-0.14 ,-0.04 ,0.12 ,0.13 ,0.03 ,0.01 ,-2.88 ,,,0.05 ,0.18 ,,,0.05 ,,0.15 ,0.28 ,,0.51 ,45.2917741 ,-7.6630088 ,4.663 ,17.435 ,-93.355 ,95.08 ,thin ,K0III ,5.75 ,1.043 ,-16.30 ,-56.10 ,-1.20 ,4720.0 ,2.52 ,,,,,,,
112368 ,215549 ,22453450+3026334 ,-0.25 ,-0.11 ,0.12 ,-0.12 ,-0.23 ,-0.15 ,-0.04 ,,-0.15 ,,-0.3 ,-0.1 ,,,,-0.15 ,,,,,341.3936161 ,30.4425565 ,-17.085 ,29.105 ,-49.604 ,60.00 ,thick ,G9V ,6.37 ,0.933 ,113.40 ,-15.60 ,-42.90 ,,,,,,,,,
79607 ,146361 ,16144084+3351307 ,0.04 ,,,-0.38 ,0.08 ,0.23 ,0.67 ,,,,0.24 ,0.41 ,,,0.92 ,0.13 ,1.02 ,,,0.39 ,243.6702260 ,33.8586200 ,-3.246 ,16.282 ,13.953 ,21.69 ,thin ,G1IV-V(k) ,5.64 ,0.599 ,-6.80 ,-28.90 ,9.40 ,5904.0 ,,,,,,,,
46843 ,82443 ,09324378+2659192 ,0.01 ,-0.03 ,0.02 ,0.01 ,-0.04 ,0.11 ,0.05 ,-0.68 ,-0.18 ,,-0.095 ,-0.01 ,,,0.1 ,-0.09 ,-0.15 ,-0.25 ,,0.46 ,143.1823310 ,26.9885301 ,-1.206 ,4.932 ,17.332 ,18.06 ,thin ,K1V(k) ,7.01 ,0.779 ,-9.90 ,-22.90 ,-5.60 ,5303.0 ,4.45 ,,,,,,,
89728 ,168159 ,18184067-0642036 ,-0.14 ,-0.17 ,,-0.2185 ,-0.1165 ,0.0055 ,0.0945 ,-2.37 ,,,-0.1225 ,-0.0475 ,,,-0.1465 ,-0.177 ,-0.29 ,-0.34 ,,,274.6694946 ,-6.7010330 ,-5.930 ,-26.536 ,-12.073 ,29.75 ,thin ,K3V ,9.29 ,1.060 ,-16.20 ,-13.50 ,6.30 ,4700.5 ,4.38 ,,,,,,,
79619 ,147231 ,16145024+7055469 ,0.04 ,0.22 ,,,0.07 ,,0.13 ,-2.44 ,,,0.05 ,,,,,0.02 ,,,,,243.7093680 ,70.9296620 ,-2.247 ,9.348 ,38.647 ,39.83 ,thin ,G5V ,7.90 ,0.722 ,52.80 ,-16.80 ,10.90 ,5590.3 ,4.51 ,,,,,,,
46853 ,82328 ,09325151+5140384 ,-0.13 ,-0.15 ,0.05 ,-0.13 ,-0.125 ,-0.024 ,-0.06 ,-0.145 ,0.1 ,,-0.19 ,-0.259 ,,,-0.06 ,-0.208 ,-0.4 ,-0.43 ,,-0.2 ,143.2143080 ,51.6773000 ,0.573 ,-2.055 ,13.309 ,13.48 ,thin ,F7V ,3.18 ,0.475 ,-56.70 ,-34.80 ,-25.00 ,6312.6 ,3.97 ,,,,,,,
14086 ,18907 ,03013762-2805289 ,-0.535 ,-0.19 ,-0.21 ,-0.21 ,-0.345 ,-0.3 ,-0.225 ,,,,-0.515 ,-0.275 ,,,-0.42 ,-0.56 ,-0.66 ,-0.51 ,,-0.14 ,45.4068190 ,-28.0915540 ,-4.614 ,-31.321 ,-5.852 ,32.20 ,thick ,K2VFe-1.3CH-0.8 ,5.85 ,0.794 ,9.80 ,-87.70 ,-20.00 ,5108.4 ,3.68 ,,,,,,,
79629 ,146868 ,16145709+6040109 ,-0.16 ,,,-0.17 ,-0.21 ,-0.19 ,-0.13 ,,,,-0.255 ,-0.27 ,,,-0.32 ,-0.285 ,,,,,243.7378420 ,60.6697760 ,-4.477 ,16.535 ,-25.514 ,30.73 ,thin ,G4 ,7.69 ,0.659 ,-58.40 ,2.70 ,-32.00 ,5615.5 ,4.48 ,,,,,,,
79636 ,145666 ,16150419-5622281 ,-0.03 ,-0.047 ,-0.05 ,-0.03 ,-0.0415 ,0.009 ,-0.034 ,-0.865 ,,,-0.1 ,-0.1 ,,,-0.09 ,-0.06 ,-0.1935 ,-0.21 ,,-0.207 ,243.7673308 ,-56.3745424 ,11.943 ,-39.458 ,7.252 ,41.86 ,thin ,G2V ,7.80 ,0.603 ,-38.80 ,-46.60 ,-2.50 ,5940.4 ,4.49 ,,,,,,,
46869 ,82638 ,09330197-0830194 ,-0.12 ,-0.31 ,-0.14 ,-0.03 ,0.03 ,2.498e-16 ,-0.11 ,-2.82 ,,,0.02 ,0.07 ,,,-0.09 ,-0.13 ,-0.19 ,-0.1 ,,0.29 ,143.2582210 ,-8.5053720 ,-23.564 ,72.130 ,-99.530 ,125.16 ,thin ,K0III ,6.12 ,0.974 ,-22.40 ,-42.00 ,-10.10 ,,,,,,,,,
14104 ,18832 ,03015231+0520104 ,-0.26 ,-0.33 ,-0.2 ,-0.08 ,-0.09 ,-0.15 ,-0.13 ,-3.06 ,,,-0.17 ,-0.03 ,,,-0.13 ,-0.22 ,-0.06 ,0.19 ,,0.25 ,45.4679200 ,5.3361500 ,5.944 ,69.614 ,-97.092 ,119.62 ,thin ,K0III ,6.24 ,1.041 ,24.60 ,-12.60 ,58.10 ,,,,,,,,,
14110 ,18885 ,03015611-0957412 ,0.215 ,-0.06 ,-0.02 ,0.325 ,0.27 ,0.2 ,0.195 ,-2.94 ,,,0.415 ,0.255 ,,,0.225 ,0.185 ,0.26 ,0.19 ,,0.87 ,45.4838290 ,-9.9614030 ,-6.079 ,-87.626 ,52.250 ,102.20 ,thin ,K1III ,5.83 ,1.092 ,-18.80 ,-17.00 ,-2.40 ,4748.0 ,2.66 ,,,,,,,
112415 ,215555 ,22460877-1209314 ,-0.02 ,,,0.02 ,0.03 ,0.05 ,0.02 ,,,,-0.11 ,0.03 ,,,,-0.09 ,,,,,341.5365730 ,-12.1587930 ,-70.372 ,88.140 ,48.696 ,122.85 ,thin ,G8II ,8.38 ,0.888 ,-42.40 ,-12.80 ,19.70 ,,,,,,,,,
46880 ,82734 ,09331246-2106567 ,0.26 ,0.01 ,0.075 ,0.415 ,0.42 ,0.2 ,0.22 ,-1.91 ,0.58 ,,0.595 ,0.315 ,,,0.325 ,0.28 ,0.065 ,0.68 ,,1.0 ,143.3019163 ,-21.1157223 ,-24.809 ,66.020 ,-84.524 ,110.08 ,thin ,K0III ,5.01 ,1.023 ,-17.00 ,-10.80 ,3.50 ,4964.2 ,2.83 ,,,,,,,
14113 ,,03020031+0029521 ,0.315 ,0.355 ,0.085 ,0.26 ,0.28 ,0.26 ,0.23 ,,0.32 ,,0.37 ,0.25 ,,,,0.37 ,,,,,45.5013433 ,0.4978036 ,4.756 ,91.815 ,49.964 ,104.64 ,thin ,G0 ,9.50 ,0.791 ,-28.50 ,-12.30 ,-29.30 ,,,,,,,,,
46888 ,82798 ,09331687-3838150 ,-0.03 ,,-0.15 ,0.09 ,-0.08 ,0.01 ,-0.03 ,,,,-0.11 ,-0.05 ,,,0.05 ,-0.09 ,,-0.09 ,,,143.3202625 ,-38.6375458 ,14.490 ,-36.513 ,-53.611 ,66.46 ,thin ,G5V ,7.24 ,0.663 ,-59.70 ,-39.70 ,-19.30 ,5730.5 ,3.89 ,,,,,,,
112426 ,215704 ,22462034+5012358 ,0.11 ,0.1 ,0.04 ,0.14 ,0.12 ,0.145 ,0.11 ,,0.13 ,,0.1 ,0.1 ,,,,0.145 ,,,,-2.77556e-17 ,341.5848997 ,50.2099664 ,-19.982 ,22.686 ,-1.680 ,30.28 ,thin ,K0 ,7.86 ,0.803 ,-16.70 ,-59.00 ,-8.80 ,5418.0 ,4.20 ,,,,,,,
46893 ,82674 ,09331991-0711247 ,0.06 ,-0.22 ,-0.05 ,0.29 ,0.31 ,0.17 ,0.13 ,-3.46 ,,,0.37 ,0.39 ,,,0.17 ,0.16 ,0.23 ,0.74 ,,0.87 ,143.3329410 ,-7.1902040 ,29.276 ,-71.126 ,-98.336 ,124.84 ,thin ,K2III ,6.25 ,1.170 ,-31.00 ,-32.50 ,-16.50 ,,,,,,,,,
79666 ,146388 ,16152865+1848293 ,0.16 ,-0.105 ,-0.01 ,0.33 ,0.32 ,0.15 ,0.135 ,-2.57 ,0.23 ,,0.27 ,0.325 ,,,0.29 ,0.2 ,0.125 ,0.93 ,,0.97 ,243.8693130 ,18.8080883 ,35.975 ,-86.076 ,-3.871 ,93.37 ,thin ,K3III ,5.69 ,1.126 ,7.10 ,-57.90 ,0.20 ,4688.3 ,2.53 ,,,,,,,
46901 ,82783 ,09332696-3040012 ,0.235 ,0.24 ,0.11 ,0.433 ,0.337 ,0.219 ,0.386 ,,,,0.52 ,0.385 ,,,0.476 ,0.332 ,0.29 ,0.21 ,,,143.3623313 ,-30.6669947 ,17.792 ,-39.857 ,40.575 ,59.59 ,N/A ,K0V ,9.44 ,0.810 ,9999.00 ,9999.00 ,9999.00 ,5318.0 ,4.41 ,,,,,,,
14135 ,18884 ,03021680+0405226 ,-0.41 ,-0.06 ,-0.13 ,,-0.56 ,-0.06 ,,,-0.23 ,,,,,,,,,,,,45.5698850 ,4.0897370 ,0.748 ,-44.546 ,-62.058 ,76.39 ,thin ,M1.5IIIa ,2.53 ,1.630 ,32.80 ,-20.20 ,2.30 ,3804.2 ,1.06 ,,,,,,,
79672 ,146233 ,16153726-0822096 ,0.075 ,0.054 ,-0.019 ,0.11 ,0.03 ,0.086 ,0.0725 ,-1.68 ,-0.06 ,,-0.01 ,0.0195 ,,-0.036 ,0.08 ,0.04 ,-0.069 ,-0.075 ,,-0.024 ,243.9052932 ,-8.3694394 ,-2.913 ,6.321 ,-12.286 ,14.12 ,thin ,G2V ,5.50 ,0.652 ,27.10 ,-14.40 ,-22.10 ,5772.1 ,4.42 ,,,,,,,
112441 ,215497 ,22463675-5635584 ,0.235 ,0.2 ,,0.35 ,0.264 ,0.243 ,0.46 ,,,,0.435 ,0.485 ,,,0.539 ,0.285 ,,,,,341.6531415 ,-56.5995357 ,-28.747 ,28.465 ,-2.060 ,40.51 ,thin ,K3V ,8.95 ,0.953 ,36.30 ,-22.80 ,-29.60 ,5110.0 ,4.40 ,,b c ,3.93404 567.94 ,0.02 0.33 ,0.16 0.49 ,0.05 1.282 ,
112447 ,215648 ,22464156+1210228 ,-0.23 ,-0.17 ,-0.065 ,-0.1 ,-0.16 ,-0.15 ,-0.1 ,-0.95 ,-0.215 ,,-0.21 ,-0.16 ,-0.18 ,,-0.08 ,-0.22 ,-0.38 ,-0.35 ,,-0.205 ,341.6732353 ,12.1728934 ,-10.716 ,10.192 ,-6.139 ,16.01 ,thin ,F6V ,4.20 ,0.502 ,3.90 ,-31.70 ,-27.90 ,6122.5 ,4.07 ,,,,,,,
79682 ,142879 ,16154537-8407284 ,-0.365 ,-0.37 ,,-0.32 ,-0.321 ,-0.272 ,-0.273 ,-1.44 ,,,-0.305 ,-0.38 ,,,-0.3 ,-0.412 ,-0.62 ,-0.54 ,,,243.9388708 ,-84.1245340 ,-18.159 ,36.156 ,-33.973 ,52.83 ,thin ,G3V ,8.75 ,0.620 ,25.20 ,24.90 ,-31.80 ,5780.5 ,4.51 ,,,,,,,
14150 ,18803 ,03022598+2636334 ,0.18 ,0.1 ,-0.075 ,0.16 ,0.13 ,0.15 ,0.19 ,-2.78 ,0.295 ,,0.21 ,0.175 ,,,0.255 ,0.18 ,0.195 ,0.08 ,,0.25 ,45.6084428 ,26.6092390 ,-0.110 ,1.992 ,21.089 ,21.18 ,thin ,G6V ,6.62 ,0.696 ,-18.80 ,-22.40 ,-5.90 ,5647.9 ,4.47 ,,,,,,,
112462 ,215625 ,22465024-2047260 ,0.11 ,0.17 ,0.15 ,0.1635 ,0.1155 ,0.1865 ,0.1785 ,-0.46 ,,,0.155 ,0.05 ,,,0.1815 ,0.1055 ,-0.14 ,-0.065 ,,0.03 ,341.7093855 ,-20.7905614 ,16.545 ,-14.635 ,-56.915 ,61.05 ,thin ,G0V ,7.90 ,0.534 ,-0.80 ,10.30 ,-6.40 ,6286.0 ,4.58 ,,,,,,,
46933 ,,09335614-3935399 ,-0.205 ,-0.36 ,,-0.203 ,-0.271 ,-0.173 ,0.019 ,,,,-0.115 ,-0.16 ,,,-0.14 ,-0.226 ,,,,,143.4838652 ,-39.5944310 ,-5.731 ,9.531 ,-33.060 ,34.88 ,N/A ,K5V(k) ,10.25 ,1.192 ,9999.00 ,9999.00 ,9999.00 ,4487.0 ,4.22 ,,,,,,,
79715 ,145927 ,16160640-5248523 ,-0.001 ,0.05 ,0.01 ,0.065 ,-0.019 ,0.0055 ,0.0025 ,,,,-0.059 ,-0.02 ,,,0.0355 ,-0.008 ,-0.106 ,-0.106 ,,-0.0215 ,244.0267513 ,-52.8145470 ,-24.803 ,40.155 ,-31.774 ,56.90 ,thin ,G3V ,8.37 ,0.653 ,2.90 ,-25.40 ,16.90 ,5780.5 ,4.38 ,,,,,,,
14180 ,19493 ,03025106-7227261 ,0.16 ,,,0.29 ,0.17 ,0.17 ,0.11 ,,,,0.19 ,0.08 ,,,,0.25 ,-0.03 ,0.19 ,,,45.7127255 ,-72.4572454 ,11.553 ,-71.754 ,14.779 ,74.17 ,N/A ,G3IV/V ,8.14 ,0.695 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
14181 ,18768 ,03025227+4706380 ,-0.5 ,,-0.25 ,-0.36 ,-0.415 ,-0.425 ,-0.455 ,-0.91 ,,,-0.48 ,-0.495 ,,,-0.28 ,-0.545 ,-0.71 ,-0.62 ,,-0.42 ,45.7177955 ,47.1105510 ,7.762 ,-46.703 ,0.632 ,47.35 ,thin ,F8 ,6.74 ,0.596 ,-89.10 ,38.10 ,-21.70 ,5743.3 ,3.78 ,,,,,,,
46952 ,82635 ,09341338+3623513 ,0.02 ,-0.22 ,-0.08 ,0.06 ,0.06 ,0.04 ,0.01 ,-2.93 ,0.325 ,,0.12 ,0.13 ,,,0.04 ,-0.04 ,-0.32 ,0.07 ,,0.36 ,143.5557560 ,36.3975601 ,8.413 ,-11.953 ,-52.970 ,54.95 ,thin ,G7.5IIIb ,4.60 ,0.914 ,10.00 ,-4.70 ,-7.80 ,5101.7 ,3.25 ,,,,,,,
112491 ,215641 ,22470930-3240314 ,0.06 ,0.03 ,-0.04 ,0.11 ,0.03 ,0.07 ,0.02 ,,,,-0.02 ,0.04 ,,,0.05 ,0.01 ,-0.05 ,-0.16 ,,0.21 ,341.7888910 ,-32.6754560 ,-6.872 ,5.167 ,-26.725 ,28.07 ,thin ,G8V ,7.58 ,0.744 ,-24.00 ,-20.40 ,-15.50 ,5532.0 ,,,,,,,,
79724 ,146604 ,16161672+2307218 ,-0.23 ,,,-0.03 ,-0.06 ,-0.14 ,-0.3 ,,,,,-0.25 ,,-0.18 ,,-0.24 ,,,,,244.0696668 ,23.1227270 ,-34.764 ,51.227 ,-131.771 ,145.59 ,thin ,K0III ,6.59 ,0.986 ,10.10 ,-5.00 ,13.10 ,4854.5 ,2.55 ,,,,,,,
